drugs,drug_avg_1,drug_avg_2,drug_avg_3,drug_avg_4,drug_sd_1,drug_sd_2,drug_sd_3,drug_sd_4,ctrl_avg_1,ctrl_avg_2,ctrl_avg_3,ctrl_avg_4,ctrl_sd_1,ctrl_sd_2,ctrl_sd_3,ctrl_sd_4,drug_to_ctlr_1,drug_to_ctlr_2,drug_to_ctlr_3,drug_to_ctlr_4,d_t_c_SD_1,d_t_c_SD_2,d_t_c_SD_3,d_t_c_SD_4,ttest_pval_1,ttest_pval_2,ttest_pval_3,ttest_pval_4,wilcox_pval_1,wilcox_pval_2,wilcox_pval_3,wilcox_pval_4
IWR-1,881223.125,659537.2708333334,867450.7916666666,624590.1458333334,23065.70321005234,23897.648300007124,27644.505461806773,9392.947398416914,742413.65625,531607.0625,826776.734375,582489.9921875,281713.8720347726,140642.6758108355,241182.94161481434,128516.78020126291,1.1869705218666633,1.2406480601136358,1.0491959383961307,1.0722761836434807,0.45147424538205627,0.3312916005306801,0.3078868811536206,0.23712892830100854,0.39774620420842377,0.16568563334948358,0.7594199607315726,0.5598197372383581,1,0.22857142857142856,0.6285714285714286,0.8571428571428571
Apoptozole,513742.8125,455328.3125,509843.59375,447288.53125,33294.594275889496,10324.521564845934,20997.049668378822,15637.371556726694,813634.4,603127.925,878569.3125,619366.3125,96347.6861401849,175723.99009844934,47967.39056817581,18951.610852492115,0.6314172710740844,0.7549448361224528,0.580311179204771,0.7221712292432759,0.08523552392074067,0.22062163600529705,0.03968630811372108,0.03355174169184258,0.0011230404260781212,0.13318938603625033,7.630405112484123e-6,3.010455676840264e-5,0.03571428571428571,0.25,0.03571428571428571,0.03571428571428571
Gefitinib,591762.4375,497971.71875,700317.1666666666,550080.4895833334,11807.004929377465,42803.51652376011,21797.84802974515,34479.21239765818,790783.046875,651637.578125,850464.78125,628853.0625,150783.92609219663,77599.1291837008,64318.75788402237,18122.676125377082,0.7483246382664809,0.7641850861069845,0.8234522840997028,0.8747361226110485,0.14346714152569093,0.11223173243384701,0.0673439400105041,0.06034622666897194,0.07707678779667196,0.022175104047272135,0.013215287466337738,0.040287787010362945,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Paclitaxel,509478.6666666667,431640.03125,509526.3541666667,462502.0416666667,17233.488177725652,17625.183900996475,25651.78217602024,11882.919816261512,779683.8125,637457.015625,836319.96875,652780.5,169891.01298843615,65869.70007208864,105883.73989921952,45949.793583850165,0.6534426629085194,0.6771280583158928,0.6092481026469173,0.7085108113166166,0.14408880715142092,0.0752338896158992,0.08300951289599016,0.05309100876655736,0.049051331070255014,0.005723510771888413,0.006303435452308308,0.002295985248106336,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
SGI-1027,825181.0625,571298.0625,789817.4791666666,663912.3333333334,50130.602414585235,45035.724228149214,33750.55338286677,35110.40942291975,897386.890625,650539.921875,872399.03125,670566.421875,151431.7980467367,26011.884562406387,150616.14918738016,42203.78469774336,0.9195376833790039,0.878190627953151,0.9053397022174497,0.9900769135993108,0.16491904694099727,0.07762458544639946,0.16101983065984873,0.08139046140502636,0.4256116150221876,0.07218493520680357,0.358067605029132,0.8293453354860485,0.6285714285714286,0.05714285714285714,0.8571428571428571,1
PFK-015,616739.125,514076.5833333333,723031.3541666666,592827.0416666666,7636.291948495438,43990.14458190879,21356.180374148767,13621.769234840223,935570.78125,652165.984375,959781.390625,688107.125,75118.49513023747,27514.91843775651,126212.33564211524,44315.67815139727,0.6592116143002943,0.7882603442220251,0.7533292072852505,0.8615330667687341,0.053554813730101215,0.07520527984191305,0.10153184633299961,0.05891039248504176,0.003159090371936851,0.01539260005514841,0.030693107674584302,0.017895603123246784,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Nedisertib,587603.3958333334,523925.375,771554.2291666666,653154.6458333334,13076.391018611159,1875.1684184777243,33052.81600701353,87592.82424466945,902713.1875,672968.28125,972303.0625,713983.921875,44162.40410443995,36621.58029791897,59833.745316079614,31118.164456538976,0.6509303331002168,0.7785290772201606,0.7935326534741493,0.914803017017635,0.03498457299643757,0.04245751895994617,0.05949986069497455,0.12899801741905637,2.9286764820703274e-4,0.0037986064055563905,0.002814016536765953,0.35255698243192213,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.22857142857142856
Lapatinib,812255.3333333334,510081.03125,748130.625,477559.8541666667,18298.018363649608,10687.213463858121,37074.87395734643,26417.846195955077,911274.8125,674376.125,950411.859375,700373.34375,66385.55797257961,25485.71071407589,67626.56054436653,26080.99245781562,0.8913396070994044,0.7563746881608538,0.7871646566910243,0.681864691779493,0.06796706990806312,0.03268366942737889,0.06825629873010824,0.04546992557697662,0.053162314363919966,2.315909542716492e-4,0.004538351816339774,2.150527371030285e-4,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Dinaciclib,436617.4583333333,455606.625,468029.2708333333,389148.4375,25962.527599895308,96721.75587492362,21894.428285603863,14634.542267855473,854608,641395.171875,929836.53125,665397.78125,148151.72612089798,30935.34827346309,77626.83115904947,27755.843543358314,0.510897930201137,0.7103368484488563,0.503345754983568,0.5848357906588676,0.09363277276805852,0.15464191740478306,0.04816893897493024,0.03284592433732563,0.009456488884996733,0.07029283321833775,6.009671553584128e-4,2.210528528513048e-5,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
TAK-580,551443.8125,482411.7708333333,625710.1875,483683.6145833333,25263.485752276323,4828.463353469121,16978.71406844372,47002.569390626275,780516.53125,606581.625,907872.34375,639933.328125,133568.7431375899,58582.034777385925,64692.12573284816,23422.812599666624,0.7065113811450743,0.7952957210554034,0.689205031750919,0.7558343866860674,0.12516199316289237,0.07721891945132389,0.052550937619233226,0.07848651638015575,0.03850389648648779,0.023472158387713632,0.0019026279326266934,0.01637769389967011,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
KU-55933,700221.7916666666,643041.1666666666,792512,618020.7083333334,10888.614362520011,8052.608542891681,24661.415663013067,68953.75443303619,800441.8333333334,699592.1875,855673.3125,634556.6666666666,20238.782303060554,7951.810852134563,25919.604843254627,25483.180035314268,0.8747940980929073,0.9191657342037809,0.9261852489994539,0.9739409272615528,0.025967043429211894,0.01554482498411144,0.0402214580811024,0.11548919099374658,0.004448600930349565,9.810583710900154e-4,0.03786349023835993,0.7271801137204574,0.1,0.1,0.1,0.7
GSK2606414,482696.8958333333,478633.2083333333,688561.0625,556149.7291666666,15261.613829282724,31844.434249737777,7927.3279696428135,15052.038386971533,775715.734375,663703.109375,843260.640625,620973.84375,47742.261161915434,44403.99766359769,33131.049503078764,16232.120670918523,0.6222600295999485,0.721155591366832,0.8165459519012518,0.895608945149981,0.04305562249317003,0.06804352461589588,0.033430443761710046,0.033699033596215365,4.4950232314026894e-4,0.0013618534867407706,0.0016379047428212244,0.0035206420061261617,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Tipifarnib,504619.9583333333,439183.5416666667,704440.1875,594940.625,35616.34947443507,37525.235720710094,46569.7425087581,16731.25182445358,755542.546875,634145.78125,844257.578125,634638.421875,46336.370171696406,45533.457636496656,59529.80884682495,20398.693919674875,0.6678908559425174,0.6925592736751597,0.8343901266062443,0.9374481665359697,0.062449796769610065,0.07729464586912481,0.08064821489688706,0.04003684244130531,4.8021180213268414e-4,0.0017275815147120136,0.01784011299079073,0.03777030603101089,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Axitinib,774668.1875,568810.8020833334,742642.3333333334,587525.5625,12333.690396348076,96182.91588095886,61156.46414146634,33024.536705860366,764110,635676.96875,842706.6875,659775.171875,58918.78055590859,45859.33793299183,104005.32946757514,32198.87597564124,1.0138176276975828,0.8948110912400165,0.8812583836690312,0.8904935916735461,0.0798222019348446,0.1645031157451292,0.13075196366341502,0.06628781164082255,0.7483642192109545,0.35526010371685735,0.1739991642495835,0.039723157595274235,1,0.4,0.4,0.05714285714285714
