Well,run1_Avg_2000,run1_SD_2000,run1_Avg_200,run1_SD_200,run3_Avg_200,run3_SD_200,run3_Avg_2000,run3_SD_2000,run3_Avg_5000,run3_SD_5000
C02,0.9877890781374854,0.09605468344849397,1.0209849422715611,0.03496270944178151,1.0507201764367589,0.01962343759572104,1.0300382309843825,0.017891521756304266,1.0305105169951703,0.014112788028735451
C03,1.021375517541964,0.05236117087754766,1.090130279033677,0.07292935178300117,1.0393327941910047,0.05372569685839801,1.0970293507653206,0.07849421246206553,1.10220424133476,0.009714152853357066
C04,0.5863074413809578,0.03234546152616315,0.5819952068010085,0.03382010864292716,0.5561890732867603,0.0322967573645465,0.5434049784051999,0.021536975023589953,0.5830946369986054,0.0037499997405631364
C05,0.6746586551927252,0.06796578408391053,0.664021939600731,0.0348984391872851,0.6651299149959156,0.017140359584104568,0.6632581480965548,0.03500313400378829,0.6768053774781598,0.007797951543593705
C06,0.7205588329113254,0.05114814067271355,0.756931262706153,0.0435020063820271,0.9018549856453801,0.08309286564275883,0.8432918463171051,0.024280277661535513,0.9176573640085012,0.025584356421204532
C07,1.073567677547766,0.02566353806190841,1.0834271875151182,0.04693642728181896,1.029582178208002,0.08950138928829517,1.113231420369204,0.04935818423027656,1.0550007297487691,0.03656661909056109
C08,1.1109713380844777,0.11810170200342758,1.1670736113962314,0.04664780346259346,1.0412080721163237,0.08430026005156287,1.1165896192537241,0.07999215352695269,1.0685631377897506,0.05180985455641089
C09,1.0731370515126768,0.08068334646762021,1.1153448912669537,0.09840154577793192,1.0826131514401236,0.06364926339606336,1.0910855790318468,0.13145588293284535,0.9535636237799446,0.029534775374816136
C10,1.103502696644253,0.1119277918090414,1.0401313603316105,0.03123427843228427,0.7289385679825148,0.11047106110327468,1.0396126334176945,0.07860300959481231,0.9631876591266203,0.023409026627602848
C11,0.8254839285917477,0.08141902966589665,0.8258691300008975,0.04805216345799886,0.940334893200447,0.10105261386474669,0.9774143629397289,0.06720615665667617,0.9190328494026219,0.06783846537238387
C12,0.24915618874887116,0.02373347140228903,0.23771682088642013,0.01429265101468965,0.19825696303310944,0.006013110745619971,0.1946112356025748,0.015181918346789397,0.2048007181221541,0.003723907055710819
D01,1.0905600364046926,0.10922381181296986,1.0037688981984196,0.04571124691462974,1.031284683917713,0.16944709909292227,1.0002713763646092,0.051101988250039455,0.7690702439850341,0.020942407290902357
D02,0.8625608021388612,0.01177046179928507,0.9718677935384068,0.02756697632059064,1.022721929514863,0.027823602583905413,1.013995861434777,0.01564329119115815,1.0081468529291657,0.03186401000216917
D03,1.08299839814119,0.09067182803102793,1.058294268981654,0.10912291144480546,1.040837440201367,0.045188492572591485,1.1400437438579412,0.06739023716998796,1.085666264287655,0.0119839842866045
D04,0.49683367303600545,0.05611946146067602,0.5752088739424084,0.05580956082855715,0.46784483069142924,0.07379186690117209,0.4759169954059601,0.014577798620779002,0.4915377081601084,0.016894619669123485
D05,0.92644156644909,0.06327788185571011,0.9822342304651912,0.03988883238093274,0.9556964081892386,0.09014929224907929,0.9797187150519933,0.024481364541873052,1.0613113277117927,0.0011583308143691077
D06,0.9131048998503888,0.03850701814511861,0.9821188479446212,0.02417244668725455,0.9422674836940476,0.14021222639339773,0.9354598507336271,0.06613907259063566,0.9467212296279545,0.018077556150282212
D07,1.1675487597181484,0.06696562323687491,1.0568662718815895,0.04240874337580531,1.0530228101922021,0.08782034834873943,1.204895933760383,0.04845889267233012,1.1020409067946058,0.051836430059625495
D08,0.9001967408245075,0.06755934332200841,1.1695168594485243,0.11905912297732216,1.0118617553344356,0.10995397820793024,0.9354436751889162,0.060125753971086215,0.8992065875169296,0.03921652534998079
D09,0.9267955338155204,0.06466904170676102,0.9778686036419734,0.08246736211259097,0.9176800908823276,0.09217614483924597,0.8905559485214766,0.09244045235551575,0.888438100259551,0.021091223229621075
D10,1.3006889813594584,0.12927056856190075,1.1221115677247888,0.03662898377445963,0.765549616882031,0.08981986646906163,1.2994384089544269,0.10057784502193107,1.2301525629602896,0.07336292413861896
D11,0.9340808657656208,0.09763609733363084,0.97221846302384,0.0419821876976772,0.9162289829449897,0.0992069795515852,0.9194028676715701,0.03491481379033291,0.895465410638658,0.04374100664473339
D12,0.2196271006764157,0.02019078064428028,0.19840727811508735,0.01538378915967974,0.20301129956087152,0.00648086641722705,0.20070173838903352,0.017557900513548073,0.22942045515364848,0.011538601063903618
E01,0.31365116570895046,0.04294419520039409,0.2738371086784464,0.01788717878557905,0.202300533508776,0.006776092218522614,0.20178755532983247,0.018668263023152394,0.22792946188878746,0.0034996535889311982
E02,1.0526709622647057,0.04833214079353469,1.0084772180080963,0.01603398041335139,1.0385672612016645,0.01770197273585651,1.0194096002587334,0.007290830537504441,1.025877324536334,0.0211249920880066
E03,0.7247185288433212,0.02562101764525013,1.0711128236554142,0.03919675925099834,0.9763112064681811,0.017155835997211422,0.7536162244893471,0.03093861132674337,0.7014206568506344,0.012763761147539346
E04,0.772609857450841,0.01867402219936826,1.0167662189108355,0.03424633379989045,0.9257082918709594,0.09524247945639472,0.7514915405351191,0.023693212651388525,0.7638552453680927,0.010519055350109852
E05,0.6830835585068057,0.01195308605764215,0.6963994152457893,0.037830417458891,0.7912329337658349,0.04295494337634185,0.8235210004930639,0.05854198426058014,0.8354222801787045,0.02815556467548653
E06,0.2755348496744434,0.0665384589225833,1.0416123603917198,0.04873386442267632,0.9905301850806236,0.12185428401480856,0.20149191996563168,0.014221633901324918,0.21658821829868008,0.01908874932513953
E07,1.2301986916075447,0.08220737426192874,1.088416052950997,0.03912052018883801,1.0568997514068468,0.10625518382754447,1.1171483077893032,0.07164130522218397,0.9165924074370275,0.0537833202709199
E08,1.1412593845014347,0.06606270917424495,1.1438222365629445,0.07913273300597508,1.074802110282139,0.12440220975859004,1.09480799352583,0.09073565046905976,0.9726964650659131,0.038705456347807726
E09,0.7252678739250356,0.07783484459702608,0.9463654864500098,0.03842674800799574,0.8851136984499333,0.06339621205356089,0.7476453556897426,0.048163183021182006,0.6905086689021573,0.01502841965265131
E10,0.4051757266062608,0.04298655570659562,0.3594259372473021,0.02184522431334679,0.381782398411533,0.03726862525258952,0.38558022911093603,0.020916056110430525,0.386196049430483,0.0052356347645407045
E11,1.154828257328312,0.0678826256796551,1.052754880772258,0.05941536589098978,0.7839555400966775,0.12922954998828518,1.0400243552414996,0.04836702019655048,1.0349769133165225,0.04719345001361353
E12,1.1538096068455612,0.06529030849740902,1.0087068000733703,0.01970473735671953,0.9804355231402447,0.06924250505443491,1.0142843267421116,0.07844138928541732,1.001489044461474,0.022354198075146058
F01,0.2597606372627039,0.03075104062988062,0.2271520079979357,0.0190868656594276,0.20753114145258234,0.007322968589242448,0.19697869880587596,0.010669818752160224,0.21773364872935033,0.008518554475923918
F02,1.052322788087301,0.01872013065369643,1.005199066540219,0.01737879774049064,0.972565716591444,0.017158222528794894,0.9775211419199004,0.014725095721979269,0.783312142630328,0.023184914606255814
F03,0.9690615041492844,0.05863202945783363,0.9982867016083024,0.04804741443195336,0.9137074733793802,0.045173112522909745,0.9093697625345808,0.02884534938413058,0.8751573072668247,0.023851468340064207
F04,0.9844877570160656,0.05813012110743156,0.9625833519832432,0.03504867812023551,0.9372377479218696,0.061151269290578694,0.9425362159152717,0.02071213873473308,1.0043960307069015,0.018057107967822197
F05,0.8574726023359456,0.00598622935687968,1.0048620931380552,0.01008278627440246,0.9317064948989123,0.05414615442176065,0.8564965191069894,0.029886116791021378,0.834824150867793,0.020518232699979284
F06,0.9757261241389688,0.06698161736332381,0.9497045036336846,0.00356239942153231,0.9486493353996682,0.07181363055668548,0.9519813111059982,0.051103884641994335,0.9785851479950834,0.04370353147743404
F07,0.7280857151600985,0.04784966870779574,1.0685819286852,0.03959291684491271,0.9068558021010358,0.10228388034986638,0.6209730000376971,0.009309310054249682,0.5786463157228662,0.006780459343993487
F08,1.0336075149207042,0.09644069566138765,1.0717546927665884,0.05112850177783772,0.9625364080851191,0.061738185357298046,1.0083714569093307,0.02970636559114105,0.9464560497773945,0.013403713171935958
F09,1.1323657234143043,0.08950248162014632,1.039032316722398,0.09987952741805647,1.0418328659334302,0.037594192708208504,1.077423879602188,0.035318163351725135,0.9952411966937977,0.03549618097258884
F10,0.9577097943536071,0.09048921496432236,0.988751566760408,0.0573116292614783,1.0067462454897846,0.0736367505421717,0.9188115938278684,0.06478676750264342,0.8681562422135201,0.029708024941132987
F11,0.8280117316085503,0.06582706098225655,0.9309578435684214,0.0574358839388063,0.8965161323309393,0.08820124757020853,0.8740826529480507,0.07257812334889148,0.936023090955046,0.019465507378123446
F12,1.081376563973218,0.07737360751717554,1.0072163759846844,0.06840665354525671,1.0030619091401212,0.05502406860424843,0.9835964713539856,0.06360347981475478,0.9917691419560551,0.03590576153132451
G01,0.24564752474467955,0.02968492248840361,0.2108773451452404,0.01482732853032158,0.20283307395605585,0.007370321428513283,0.19562505249661863,0.01483787307317757,0.2151285643209327,0.010944021790337407
G02,0.9413534298967527,0.02370420346284254,0.9256351471398722,0.0140924758670094,0.9382186624092407,0.05299405401817919,0.9699191297985605,0.03862483992879514,0.957563197972081,0.04729704019284079
G03,0.7774992932432595,0.01868800423894504,1.0088407973268432,0.07302846098768635,0.9175160477291735,0.013240853843062768,0.8470771398912228,0.04158796017632112,0.8190778374080456,0.021083720860567978
G04,0.6402128458236788,0.02082809485706046,0.8809885776397198,0.02306573658024693,0.9152825243627063,0.0730883456530845,0.7705884656321009,0.05976376600199703,0.7826248838945044,0.02274354031559553
G05,0.9534167997270686,0.02506267209916912,0.9741356589469102,0.03200270730538323,0.8766410868124761,0.053913136294121325,0.932426271000193,0.013420279715130774,0.996556376513524,0.0077546765496885155
G06,0.4277878170500678,0.02732765332480872,0.5685467726197793,0.03278052158900065,0.506210097081911,0.06275047134607448,0.3858402700823992,0.025608511607715212,0.3827955085494519,0.005621251769402548
G07,1.118974089938764,0.08680717749974164,1.107774455184002,0.07419195734784265,0.973487246206192,0.06567554506499056,1.0583703841947576,0.09230248991792431,1.0255114105836334,0.052660513188889854
G08,1.191695103833667,0.06099806373514168,1.0530460126511632,0.06059431651850752,1.0388772390422776,0.05267176878584884,1.1864881148639819,0.09997882585274569,1.1054160035351812,0.03414141775779096
G09,0.8490115130570295,0.03632118568493005,0.8593193326117943,0.03246303333437132,0.8327630744274255,0.03888062246857258,0.8550176865845049,0.08064838013015445,0.8083057796693751,0.015761097143653348
G10,1.0312548484292217,0.06333138168676637,0.9300310712990334,0.04258213696527001,0.9580677135452966,0.03627633221297532,0.9978090120717584,0.07382013172523448,0.9874580415688375,0.00811766468972932
G11,1.0846384644908686,0.04706608344778022,0.9589847928685074,0.03668979138784951,0.9579043990677649,0.08118643069061732,1.0797911585270696,0.08530875709360851,0.9815084054637374,0.041625946896087375
G12,1.106681200972755,0.06980307914810659,1.0135785219480975,0.02052251496582844,0.9798800954815609,0.01008109721709794,1.006240011610847,0.06555367068581035,0.9987067485854076,0.00222882703875419
H01,0.2263747220843544,0.02327162289811499,0.19621707930250681,0.01033382956385219,0.19556549716611973,0.0039975087619562415,0.19651032963336906,0.011887513957839237,0.21540385067390425,0.007329329434113142
H02,0.8980272698029643,0.06667612038834378,0.9767020347372284,0.02666538210107516,0.8794972367092324,0.03067349684234643,0.9423307029774316,0.003161368184872425,0.9394734112245349,0.016385824195639286
H03,0.7777339136010877,0.06701280071962688,1.012948734020632,0.06951455434906821,0.9211194569044154,0.019316681294908877,0.700579637729267,0.03203124191345102,0.6585695880950986,0.06335703755359752
H04,0.6552504113762572,0.04158857600483933,0.8731347514747433,0.03221198792822186,0.8176131865082265,0.06764622457625906,0.7394468961442208,0.022485698970287543,0.5801296307042494,0.024800169368605542
H05,0.8721768884894047,0.05560017183582883,0.9059268629193598,0.00834316545208301,0.8487947697620658,0.06708529272722019,0.7658245261013069,0.008881906018018592,0.8108301769677336,0.026748470662338604
H06,0.6426544357374802,0.01662659054718964,0.8156282849609195,0.05126429803360244,0.7399051361969379,0.06228144506650519,0.6329801335252794,0.01218950564686647,0.5653680225655858,0.019298219133193618
H07,1.009231985408509,0.06430658022238334,1.004429343110093,0.0775228960334036,0.8974299829826423,0.04113698995818,0.9421330283158623,0.016850040333626016,0.8301579813976571,0.008346577000136648
H08,0.9935956200960104,0.08069195964721385,1.0048424663335689,0.07432025250828116,0.9629357926175117,0.02636837546984278,0.9432403054673437,0.028045480248487187,0.8279358562505711,0.028371081412156943
H09,1.0487060928054794,0.02061376315652974,0.9987791047065534,0.05358705444922482,1.0479828941619653,0.034506813723766905,1.1388466485868949,0.0818659870161462,1.0198597601877175,0.04236586933839642
H10,0.4858107714927664,0.03746882709243443,0.4981527972006149,0.02844431693980334,0.5017164873389707,0.021679876545810845,0.4663983545011915,0.03326038642263607,0.443980886995064,0.009038565270842982
H11,0.8641211389653725,0.05207449170024092,0.9491903276023854,0.06818485485205131,0.9131347035354634,0.029228265024634024,0.8182813087519272,0.055916588439531706,0.7672062669490097,0.02214411049588921
H12,1.1665874235257614,0.06052662985225719,1.004625700195404,0.07908583341915683,0.957652516806485,0.03399190190500122,0.988340403637588,0.02970698219872037,0.9779495413899656,0.024867763037888145
