Plate,Well,Signal,,,,,,,,,,
6,B12,30562,,,,,,,,,,
6,C01,116788,,,,,,,,,,
6,C02,117568,,,,,,,,,,
6,C03,115269,,,,,,,,,,
6,C04,75148,,,,,,,,,,
6,C05,81810,,,,,,,,,,
6,C06,96552,,,,,,,,,,
6,C07,122486,,,,,,,,,,
6,C08,110147,,,,,,,,,,
6,C09,126986,,,,,,,,,,
6,C10,116346,,,,,,,,,,
6,C11,98386,,,,,,,,,,
6,C12,30812,,,,,,,,,,
6,D01,109552,,,,,,,,,,
6,D02,110147,,,,,,,,,,
6,D03,112924,,,,,,,,,,
6,D04,72495,,,,,,,,,,
6,D05,99905,,,,,,,,,,
6,D06,98928,,,,,,,,,,
6,D07,103085,,,,,,,,,,
6,D08,106295,,,,,,,,,,
6,D09,101790,,,,,,,,,,
6,D10,115966,,,,,,,,,,
6,D11,104099,,,,,,,,,,
6,D12,31663,,,,,,,,,,
6,E01,34378,,,,,,,,,,
6,E02,115181,,,,,,,,,,
6,E03,106923,,,,,,,,,,
6,E04,104142,,,,,,,,,,
6,E05,81956,,,,,,,,,,
6,E06,114579,,,,,,,,,,
6,E07,103992,,,,,,,,,,
6,E08,99415,,,,,,,,,,
6,E09,93420,,,,,,,,,,
6,E10,49277,,,,,,,,,,
6,E11,108718,,,,,,,,,,
6,E12,113951,,,,,,,,,,
6,F01,31643,,,,,,,,,,
6,F02,105060,,,,,,,,,,
6,F03,100460,,,,,,,,,,
6,F04,94400,,,,,,,,,,
6,F05,99022,,,,,,,,,,
6,F06,104266,,,,,,,,,,
6,F07,99585,,,,,,,,,,
6,F08,97853,,,,,,,,,,
6,F09,106345,,,,,,,,,,
6,F10,103718,,,,,,,,,,
6,F11,96863,,,,,,,,,,
6,F12,109160,,,,,,,,,,
6,G01,35571,,,,,,,,,,
6,G02,107068,,,,,,,,,,
6,G03,110584,,,,,,,,,,
6,G04,104484,,,,,,,,,,
6,G05,104112,,,,,,,,,,
6,G06,72800,,,,,,,,,,
6,G07,111754,,,,,,,,,,
6,G08,107240,,,,,,,,,,
6,G09,92550,,,,,,,,,,
6,G10,99148,,,,,,,,,,
6,G11,99680,,,,,,,,,,
6,G12,112539,,,,,,,,,,
6,H01,30262,,,,,,,,,,
6,H02,106259,,,,,,,,,,
6,H03,104383,,,,,,,,,,
6,H04,97470,,,,,,,,,,
6,H05,101076,,,,,,,,,,
6,H06,93362,,,,,,,,,,
6,H07,106512,,,,,,,,,,
6,H08,106420,,,,,,,,,,
6,H09,110700,,,,,,,,,,
6,H10,66370,,,,,,,,,,
6,H11,105514,,,,,,,,,,
6,H12,111798,,,,,,,,,,
7,A01,108106,,,,,,,,,,
7,A02,141489,,,,,,,,,,
7,A03,131192,,,,,,,,,,
7,A04,131468,,,,,,,,,,
7,A05,141342,,,,,,,,,,
7,A06,137554,,,,,,,,,,
7,A07,135660,,,,,,,,,,
7,A08,145293,,,,,,,,,,
7,A09,149665,,,,,,,,,,
7,A10,134834,,,,,,,,,,
7,A11,111936,,,,,,,,,,
7,A12,30327,,,,,,,,,,
7,B01,110774,,,,,,,,,,
7,B02,132826,,,,,,,,,,
7,B03,57358,,,,,,,,,,
7,B04,105849,,,,,,,,,,
7,B05,100048,,,,,,,,,,
7,B06,96666,,,,,,,,,,
7,B07,71676,,,,,,,,,,
7,B08,76305,,,,,,,,,,
7,B09,118228,,,,,,,,,,
7,B10,51460,,,,,,,,,,
7,B11,55461,,,,,,,,,,
7,B12,29908,,,,,,,,,,
7,C01,114811,,,,,,,,,,
7,C02,124882,,,,,,,,,,
7,C03,132538,,,,,,,,,,
7,C04,90870,,,,,,,,,,
7,C05,90096,,,,,,,,,,
7,C06,124648,,,,,,,,,,
7,C07,142846,,,,,,,,,,
7,C08,138791,,,,,,,,,,
7,C09,134188,,,,,,,,,,
7,C10,134781,,,,,,,,,,
7,C11,127077,,,,,,,,,,
7,C12,30181,,,,,,,,,,
7,D01,107692,,,,,,,,,,
7,D02,127748,,,,,,,,,,
7,D03,130338,,,,,,,,,,
7,D04,69574,,,,,,,,,,
7,D05,117873,,,,,,,,,,
7,D06,116266,,,,,,,,,,
7,D07,145292,,,,,,,,,,
7,D08,110634,,,,,,,,,,
7,D09,133061,,,,,,,,,,
7,D10,170214,,,,,,,,,,
7,D11,126970,,,,,,,,,,
7,D12,30877,,,,,,,,,,
7,E01,32590,,,,,,,,,,
7,E02,126383,,,,,,,,,,
7,E03,104856,,,,,,,,,,
7,E04,110141,,,,,,,,,,
7,E05,92989,,,,,,,,,,
7,E06,30045,,,,,,,,,,
7,E07,125057,,,,,,,,,,
7,E08,115227,,,,,,,,,,
7,E09,94679,,,,,,,,,,
7,E10,51188,,,,,,,,,,
7,E11,125146,,,,,,,,,,
7,E12,117114,,,,,,,,,,
7,F01,29120,,,,,,,,,,
7,F02,116994,,,,,,,,,,
7,F03,106796,,,,,,,,,,
7,F04,120408,,,,,,,,,,
7,F05,96934,,,,,,,,,,
7,F06,119948,,,,,,,,,,
7,F07,86472,,,,,,,,,,
7,F08,121591,,,,,,,,,,
7,F09,128482,,,,,,,,,,
7,F10,104960,,,,,,,,,,
7,F11,109098,,,,,,,,,,
7,F12,110974,,,,,,,,,,
7,G01,29454,,,,,,,,,,
7,G02,124518,,,,,,,,,,
7,G03,98544,,,,,,,,,,
7,G04,97467,,,,,,,,,,
7,G05,118957,,,,,,,,,,
7,G06,56646,,,,,,,,,,
7,G07,130006,,,,,,,,,,
7,G08,132777,,,,,,,,,,
7,G09,121999,,,,,,,,,,
7,G10,129943,,,,,,,,,,
7,G11,119486,,,,,,,,,,
7,G12,116177,,,,,,,,,,
7,H01,28177,,,,,,,,,,
7,H02,102851,,,,,,,,,,
7,H03,93926,,,,,,,,,,
7,H04,95858,,,,,,,,,,
7,H05,99841,,,,,,,,,,
7,H06,85185,,,,,,,,,,
7,H07,122842,,,,,,,,,,
7,H08,130798,,,,,,,,,,
7,H09,143167,,,,,,,,,,
7,H10,66792,,,,,,,,,,
7,H11,124794,,,,,,,,,,
7,H12,112034,,,,,,,,,,
8,A01,87249,,,,,,,,,,
8,A02,98085,,,,,,,,,,
8,A03,90093,,,,,,,,,,
8,A04,99613,,,,,,,,,,
8,A05,92619,,,,,,,,,,
8,A06,107491,,,,,,,,,,
8,A07,92750,,,,,,,,,,
8,A08,108326,,,,,,,,,,
8,A09,101635,,,,,,,,,,
8,A10,103225,,,,,,,,,,
8,A11,93348,,,,,,,,,,
8,A12,25354,,,,,,,,,,
8,B01,87175,,,,,,,,,,
8,B02,85161,,,,,,,,,,
8,B03,43315,,,,,,,,,,
8,B04,77696,,,,,,,,,,
8,B05,74397,,,,,,,,,,
8,B06,76980,,,,,,,,,,
8,B07,54153,,,,,,,,,,
8,B08,58520,,,,,,,,,,
8,B09,98398,,,,,,,,,,
8,B10,40181,,,,,,,,,,
8,B11,42450,,,,,,,,,,
8,B12,23735,,,,,,,,,,
8,C01,84798,,,,,,,,,,
8,C02,84995,,,,,,,,,,
8,C03,84662,,,,,,,,,,
8,C04,64943,,,,,,,,,,
8,C05,67749,,,,,,,,,,
8,C06,89776,,,,,,,,,,
8,C07,106665,,,,,,,,,,
8,C08,104749,,,,,,,,,,
8,C09,102092,,,,,,,,,,
8,C10,102003,,,,,,,,,,
8,C11,95122,,,,,,,,,,
8,C12,24439,,,,,,,,,,
8,D01,85915,,,,,,,,,,
8,D02,95427,,,,,,,,,,
8,D03,92174,,,,,,,,,,
8,D04,52127,,,,,,,,,,
8,D05,86356,,,,,,,,,,
8,D06,90566,,,,,,,,,,
8,D07,112816,,,,,,,,,,
8,D08,88240,,,,,,,,,,
8,D09,94065,,,,,,,,,,
8,D10,121932,,,,,,,,,,
8,D11,98371,,,,,,,,,,
8,D12,24700,,,,,,,,,,
8,E01,26678,,,,,,,,,,
8,E02,84418,,,,,,,,,,
8,E03,71058,,,,,,,,,,
8,E04,76389,,,,,,,,,,
8,E05,72905,,,,,,,,,,
8,E06,21600,,,,,,,,,,
8,E07,86017,,,,,,,,,,
8,E08,92513,,,,,,,,,,
8,E09,70337,,,,,,,,,,
8,E10,39795,,,,,,,,,,
8,E11,97870,,,,,,,,,,
8,E12,90055,,,,,,,,,,
8,F01,23415,,,,,,,,,,
8,F02,91008,,,,,,,,,,
8,F03,77488,,,,,,,,,,
8,F04,86428,,,,,,,,,,
8,F05,75138,,,,,,,,,,
8,F06,97889,,,,,,,,,,
8,F07,69218,,,,,,,,,,
8,F08,85790,,,,,,,,,,
8,F09,98545,,,,,,,,,,
8,F10,80243,,,,,,,,,,
8,F11,75840,,,,,,,,,,
8,F12,95000,,,,,,,,,,
8,G01,24178,,,,,,,,,,
8,G02,87807,,,,,,,,,,
8,G03,66263,,,,,,,,,,
8,G04,69240,,,,,,,,,,
8,G05,92350,,,,,,,,,,
8,G06,40484,,,,,,,,,,
8,G07,100028,,,,,,,,,,
8,G08,106773,,,,,,,,,,
8,G09,92876,,,,,,,,,,
8,G10,95410,,,,,,,,,,
8,G11,88443,,,,,,,,,,
8,G12,94580,,,,,,,,,,
8,H01,23995,,,,,,,,,,
8,H02,83653,,,,,,,,,,
8,H03,79557,,,,,,,,,,
8,H04,81709,,,,,,,,,,
8,H05,83542,,,,,,,,,,
8,H06,76574,,,,,,,,,,
8,H07,99160,,,,,,,,,,
8,H08,110865,,,,,,,,,,
8,H09,123502,,,,,,,,,,
8,H10,56052,,,,,,,,,,
8,H11,93559,,,,,,,,,,
8,H12,95347,,,,,,,,,,
9,A01,97131,,,,,,,,,,
9,A02,120994,,,,,,,,,,
9,A03,125611,,,,,,,,,,
9,A04,113746,,,,,,,,,,
9,A05,122280,,,,,,,,,,
