groups,Avg_1,Avg_2,Avg_3,Avg_4,SD_1,SD_2,SD_3,SD_4,ratio_2_1,ratio_3_1
lib,297495,466957,476330.3333333333,399303,15056.42201852751,7202.864083126933,13773.02437133302,20682.12484248173,1.5696297416763307,1.6011372740158096
lib,302098.3333333333,379865.3333333333,397719,338131.3333333333,13742.208495483299,14660.68816029225,19250.649625402257,16729.285111245288,1.257422803833189,1.316521662372627
lib,290696,249426.66666666666,174208,184136.66666666666,8195.970046309345,138544.97023469792,29551.574171268778,14599.16303537067,0.8580326756015447,0.5992789718468778
lib,310068,429197.3333333333,448564,387630,27360.58444185723,3231.329808814528,21786.54821214228,8790.12224033318,1.3842038950595783,1.4466633125636956
lib,334282,389089.3333333333,360393.6666666667,330316,10270.285098282326,25609.779857182166,5450.125900686454,24174.095639754552,1.1639553829800386,1.0781126912806154
bckg,471172,481291,490905,517346,NA,NA,NA,NA,1.0214762337320553,1.0418806720263514
bckg,366009,523185,485080,474430,NA,NA,NA,NA,1.4294320631459883,1.3253226013567971
dmso,374116,508742,499138,513742,NA,NA,NA,NA,1.3598509553186713,1.3341797731184981
dmso,337855,498646,433255,490288,NA,NA,NA,NA,1.475917183407083,1.2823696556214945
staur,113793,136735,119373,110994,NA,NA,NA,NA,1.2016116984348775,1.0490364082149166
staur,160562,141604,139012,131082,NA,NA,NA,NA,0.8819272306025087,0.8657839339320637
bckg,395881,486426,467657,397485,NA,NA,NA,NA,1.228717720729209,1.181307008924399
bckg,362550,451488,476753,437489,NA,NA,NA,NA,1.2453123707074887,1.3149993104399393
dmso,382921,453171,453545,418312,NA,NA,NA,NA,1.183458206784167,1.184434909550534
dmso,366432,470897,455659,412156,NA,NA,NA,NA,1.285087001135272,1.2435022050475941
dmso,354803,461522,431636,446096,NA,NA,NA,NA,1.3007838152439524,1.2165511565573008
dmso,373395,476526,447532,426770,NA,NA,NA,NA,1.2761981279877876,1.1985484540500007
dmso,405579,463421,443062,464376,NA,NA,NA,NA,1.1426158652198461,1.092418493067935
dmso,416811,497391,483196,433201,NA,NA,NA,NA,1.193325032208843,1.1592688292775382
dmso,368428,495856,431640,442498,NA,NA,NA,NA,1.3458694778898455,1.1715721932100709
dmso,370427,494219,494681,417248,NA,NA,NA,NA,1.3341873027614077,1.3354345120631055
dmso,366248,503076,462795,486105,NA,NA,NA,NA,1.3735938489766497,1.2636109958279635
dmso,333706,460163,470895,435978,NA,NA,NA,NA,1.378947336877371,1.4111073819469833
dmso,402211,502489,448680,417303,NA,NA,NA,NA,1.2493169008306586,1.115533886442688
staur,150530,176893,143826,136545,NA,NA,NA,NA,1.175134524679466,0.9554640271042317
staur,145676,156392,162752,103102,NA,NA,NA,NA,1.0735605041324583,1.1172190340207035
bckg,447710,472455,477342,443430,NA,NA,NA,NA,1.0552701525541086,1.0661857005650979
bckg,441438,500474,490338,411688,NA,NA,NA,NA,1.1337356548371458,1.1107743329754123
dmso,416492,478064,483102,422374,NA,NA,NA,NA,1.1478347723365634,1.1599310430932648
dmso,399839,472423,454061,369317,NA,NA,NA,NA,1.1815330670594915,1.1356095828571
staur,146258,105365,100364,140518,NA,NA,NA,NA,0.7204050376731529,0.686212036264683
staur,117613,123216,165431,142687,NA,NA,NA,NA,1.0476392915749109,1.4065707022182923
bckg,351080,477268,459152,419243,NA,NA,NA,NA,1.3594280505867609,1.3078272758345677
bckg,454624,482438,467024,389519,NA,NA,NA,NA,1.0611802280565918,1.0272752868304358
dmso,397040,480131,466013,357826,NA,NA,NA,NA,1.209276143461616,1.1737180132984082
dmso,352323,478014,461071,411406,NA,NA,NA,NA,1.3567493464803604,1.3086599512379267
dmso,382175,460665,458798,388870,NA,NA,NA,NA,1.2053771178125205,1.2004919212402696
dmso,385906,472976,453483,403251,NA,NA,NA,NA,1.2256248931086844,1.1751125921856618
dmso,474667,470886,471786,406036,NA,NA,NA,NA,0.9920344157061688,0.993930481790392
dmso,406167,494433,501251,356824,NA,NA,NA,NA,1.217314552880958,1.2341007516612625
dmso,400833,495258,495728,460326,NA,NA,NA,NA,1.2355719214735315,1.2367444796211888
dmso,450075,504869,471504,424533,NA,NA,NA,NA,1.1217441537521524,1.0476120646558906
dmso,456120,492009,458794,414985,NA,NA,NA,NA,1.078683241252302,1.0058624923265806
dmso,406176,498577,419620,440087,NA,NA,NA,NA,1.2274900535728355,1.033098952178366
dmso,415337,480374,453855,418769,NA,NA,NA,NA,1.1565885052379152,1.0927391491728404
staur,107604,131523,158431,128514,NA,NA,NA,NA,1.2222872755659642,1.472352328909706
staur,148638,161303,177846,113231,NA,NA,NA,NA,1.0852070130114775,1.1965042586687118
bckg,337105,455836,459312,447463,NA,NA,NA,NA,1.352207769092716,1.3625190964239628
bckg,359170,410198,442865,379467,NA,NA,NA,NA,1.1420719993317927,1.2330233594119777
dmso,386852,432660,390118,356447,NA,NA,NA,NA,1.1184122093203603,1.0084425051440862
dmso,356156,439272,416245,323919,NA,NA,NA,NA,1.2333696470086142,1.1687153943777446
staur,176840,165726,137396,125755,NA,NA,NA,NA,0.9371522280027144,0.7769509160823344
staur,168363,176514,156102,131830,NA,NA,NA,NA,1.0484132499420895,0.9271752107054401
bckg,373259,514387,489070,387873,NA,NA,NA,NA,1.3780967103271455,1.3102698126501973
bckg,381069,470511,448483,368968,NA,NA,NA,NA,1.2347133983609269,1.176907594162737
dmso,327558,459110,328530,371587,NA,NA,NA,NA,1.4016143705847515,1.002967413404649
dmso,384343,475742,398037,377374,NA,NA,NA,NA,1.2378058140775297,1.035629632906024
dmso,370824,474595,425844,385356,NA,NA,NA,NA,1.2798389532500594,1.1483722736392465
dmso,426383,461704,414062,417120,NA,NA,NA,NA,1.0828386685210245,0.9711034445557163
dmso,448951,472478,477238,392057,NA,NA,NA,NA,1.052404382660914,1.0630068760287872
dmso,430779,504788,471733,380764,NA,NA,NA,NA,1.1718027109028064,1.0950696296708986
dmso,388992,495155,470590,410906,NA,NA,NA,NA,1.2729182091148403,1.2097678101349127
dmso,391828,474827,465349,418482,NA,NA,NA,NA,1.2118250865175537,1.1876359014669702
dmso,412851,482939,484880,416341,NA,NA,NA,NA,1.1697658477271462,1.1744673017626215
dmso,195897,212326,301056,268087,NA,NA,NA,NA,1.083865500747842,1.5368076080797561
dmso,421215,474634,475425,404865,NA,NA,NA,NA,1.1268212195672045,1.1286991204016952
staur,156411,168928,183563,121827,NA,NA,NA,NA,1.0800263408583795,1.1735939288157482
staur,67987,161266,184686,143561,NA,NA,NA,NA,2.3720122964684425,2.716489917190051
bckg,366172,458328,474014,450640,NA,NA,NA,NA,1.251674076663426,1.294511868739281
bckg,360710,423987,426317,365956,NA,NA,NA,NA,1.1754234703778659,1.181882953064789
dmso,365126,441050,437256,388681,NA,NA,NA,NA,1.207939177160761,1.1975482436200107
dmso,373296,455249,417349,366071,NA,NA,NA,NA,1.219538918177532,1.1180109082336804
staur,157560,150140,161096,125389,NA,NA,NA,NA,0.9529068291444529,1.0224422442244225
staur,158845,164780,159786,139485,NA,NA,NA,NA,1.037363467531241,1.0059240139758885
bckg,340549,463082,453444,420315,NA,NA,NA,NA,1.3598101888421343,1.3315088283918026
bckg,399170,465048,470747,380422,NA,NA,NA,NA,1.1650374527143823,1.1793145777488288
dmso,363941,444195,445524,365091,NA,NA,NA,NA,1.2205137645937116,1.2241654553897472
dmso,364203,110788,476229,368832,NA,NA,NA,NA,0.3041929912713514,1.307592194462978
dmso,427441,481957,417228,389341,NA,NA,NA,NA,1.1275404090856984,0.9761066439578796
dmso,230204,350422,426503,396100,NA,NA,NA,NA,1.5222237667460166,1.8527175896161665
dmso,421000,473380,464651,404682,NA,NA,NA,NA,1.1244180522565321,1.1036840855106889
dmso,437180,490071,494923,395181,NA,NA,NA,NA,1.1209822041264468,1.132080607530079
dmso,442165,477525,461907,430085,NA,NA,NA,NA,1.0799701468908665,1.0446484909479492
dmso,439514,470757,473686,438806,NA,NA,NA,NA,1.0710853351656602,1.077749514236179
dmso,439970,486090,477855,425173,NA,NA,NA,NA,1.1048253289997045,1.086108143737073
dmso,409438,438796,450113,414235,NA,NA,NA,NA,1.0717031638489833,1.0993434903453025
dmso,440217,411755,479761,399761,NA,NA,NA,NA,0.9353455227762671,1.0898284255265016
staur,152411,195418,182717,152175,NA,NA,NA,NA,1.2821777955659368,1.1988439154654191
staur,182412,198066,179666,144629,NA,NA,NA,NA,1.0858167225840405,0.984946165822424
staur,135015,121663,173995,154169,NA,NA,NA,NA,0.9011072843758101,1.2887086620005184
staur,114055,108412,152340,109710,NA,NA,NA,NA,0.950523870062689,1.3356713866117225
dmso,395638,437322,448999,380083,NA,NA,NA,NA,1.1053589392323286,1.1348732932630334
dmso,379268,471605,441907,394795,NA,NA,NA,NA,1.243461088201483,1.1651576194142401
bckg,362778,376748,425222,349091,NA,NA,NA,NA,1.0385083990760189,1.1721273065070097
bckg,416463,435287,455226,411841,NA,NA,NA,NA,1.0451996936102368,1.0930766958889506
staur,105422,121197,149689,133260,NA,NA,NA,NA,1.1496366982223825,1.4199028665743394
staur,95612,181302,159728,133972,NA,NA,NA,NA,1.8962264150943395,1.670585282182153
dmso,361023,497386,437782,337359,NA,NA,NA,NA,1.377712777302277,1.212615262739493
dmso,374083,498778,472779,396562,NA,NA,NA,NA,1.333335115469027,1.2638344966224073
dmso,391600,473941,440257,407292,NA,NA,NA,NA,1.2102681307456589,1.1242517875383045
dmso,401793,486960,426917,387991,NA,NA,NA,NA,1.211967356325272,1.0625297105723595
dmso,347962,477072,413381,390294,NA,NA,NA,NA,1.37104626367247,1.1880061615923578
dmso,356797,489348,419096,407562,NA,NA,NA,NA,1.3715025630820887,1.1746062887300062
dmso,402307,464642,493625,457228,NA,NA,NA,NA,1.1549438612800673,1.2269858590578837
dmso,415020,492597,468079,434243,NA,NA,NA,NA,1.1869235217579877,1.1278468507541806
dmso,447849,481162,475638,410647,NA,NA,NA,NA,1.0743844465433663,1.0620499320083332
dmso,389868,443339,458395,385765,NA,NA,NA,NA,1.1371515487293136,1.175769747709481
dmso,373436,471529,456744,419441,NA,NA,NA,NA,1.2626768710033311,1.2230850801743807
bckg,371089,398422,466855,340235,NA,NA,NA,NA,1.07365618490443,1.2580674716846902
bckg,414315,478757,497762,377289,NA,NA,NA,NA,1.1555386601981583,1.2014095555314193
staur,110069,151202,124333,136417,NA,NA,NA,NA,1.373701950594627,1.1295914380979204
staur,121962,123804,135451,105948,NA,NA,NA,NA,1.0151030648890638,1.1106000229579704
bckg,350403,396322,433654,363444,NA,NA,NA,NA,1.1310462524578841,1.237586436189188
bckg,390837,410712,444256,403798,NA,NA,NA,NA,1.0508524013847205,1.1366784618651766
staur,108934,160856,140345,148463,NA,NA,NA,NA,1.476637229882314,1.2883489085134119
staur,107637,161252,162506,132275,NA,NA,NA,NA,1.4981093861776156,1.509759655137174
dmso,338654,499300,383930,367639,NA,NA,NA,NA,1.4743661672385384,1.1336939767432246
dmso,360728,471656,456519,345198,NA,NA,NA,NA,1.3075114767913774,1.2655491117961455
dmso,375640,453003,470918,388331,NA,NA,NA,NA,1.205949845596848,1.2536417846874668
dmso,372901,485692,448735,362344,NA,NA,NA,NA,1.302469019927541,1.2033622865049973
dmso,367444,488934,488390,368909,NA,NA,NA,NA,1.3306354165532708,1.3291549188447764
dmso,409022,483382,493058,408557,NA,NA,NA,NA,1.181799512006689,1.2054559412452142
dmso,380191,494933,476452,436812,NA,NA,NA,NA,1.3018009368975068,1.2531911591805172
dmso,397647,483649,494505,408710,NA,NA,NA,NA,1.2162772509285875,1.2435778466831133
dmso,393046,488760,461627,422919,NA,NA,NA,NA,1.2435185703454557,1.1744859380326984
dmso,352601,469724,468717,379193,NA,NA,NA,NA,1.3321686552221916,1.3293127359253094
bckg,345434,411045,437740,373951,NA,NA,NA,NA,1.1899378752525809,1.2672174713548754
bckg,439020,443058,472585,435913,NA,NA,NA,NA,1.009197758644253,1.0764543756548677
staur,118805,157793,153015,125374,NA,NA,NA,NA,1.3281680063970371,1.2879508438197045
staur,108579,149849,136465,96945,NA,NA,NA,NA,1.3800919146427946,1.2568268265502538
bckg,377908,452054,445537,393964,NA,NA,NA,NA,1.1962011918244653,1.1789562539030665
bckg,405852,470524,474016,406352,NA,NA,NA,NA,1.1593487281077832,1.1679528498073188
staur,138404,132173,152562,110338,NA,NA,NA,NA,0.9549796248663334,1.1022947313661455
staur,130295,173053,135817,106833,NA,NA,NA,NA,1.3281630146974175,1.0423807513718868
dmso,355093,489294,469523,349871,NA,NA,NA,NA,1.3779319783831279,1.3222536068015984
dmso,295112,462002,443375,386012,NA,NA,NA,NA,1.5655141098972594,1.5023957006153597
dmso,351759,458155,447095,397749,NA,NA,NA,NA,1.3024684514113356,1.2710264698273535
dmso,373947,467464,403167,423071,NA,NA,NA,NA,1.2500808938165033,1.078139415478664
dmso,379971,490736,457847,387374,NA,NA,NA,NA,1.2915090888515177,1.2049524832158243
dmso,411613,472851,479060,401081,NA,NA,NA,NA,1.1487756703505476,1.1638602279325483
dmso,381725,468284,479462,397600,NA,NA,NA,NA,1.2267574824808436,1.2560403431789902
dmso,400072,486874,450782,438567,NA,NA,NA,NA,1.2169659461296967,1.1267521846067707
dmso,349102,478093,477596,406950,NA,NA,NA,NA,1.3694937296262983,1.3680700769402638
dmso,413745,488766,474528,414028,NA,NA,NA,NA,1.181321828662582,1.1469093282094043
bckg,379924,457357,485639,385009,NA,NA,NA,NA,1.2038118149945778,1.2782530190248576
bckg,417330,473886,471771,408069,NA,NA,NA,NA,1.1355186543023505,1.13045072244986
staur,108654,126413,120488,110895,NA,NA,NA,NA,1.1634454322896535,1.1089145360502144
staur,37447,120778,127418,93820,NA,NA,NA,NA,3.2253050978716584,3.4026223729537746
bckg,417672,441812,456262,378115,NA,NA,NA,NA,1.0577965484878087,1.0923930739910743
bckg,446718,455365,484730,399049,NA,NA,NA,NA,1.0193567306443887,1.0850917133404072
staur,135021,142215,139730,106505,NA,NA,NA,NA,1.0532806007954318,1.0348760563171655
staur,121226,140677,117210,99320,NA,NA,NA,NA,1.1604523782026959,0.966871793179681
dmso,388096,473580,423967,419687,NA,NA,NA,NA,1.2202650890501319,1.0924281621042216
dmso,389420,486036,436162,445707,NA,NA,NA,NA,1.2481023059935288,1.120029787889682
dmso,406302,454338,444912,433320,NA,NA,NA,NA,1.1182273284404212,1.0950278364369361
dmso,377320,453382,427435,422819,NA,NA,NA,NA,1.2015848616558888,1.1328182974663417
dmso,439830,650209,447196,432361,NA,NA,NA,NA,1.4783188959370666,1.0167473796694178
dmso,437754,469119,460501,440042,NA,NA,NA,NA,1.0716498307268465,1.051962974638724
dmso,451896,481568,449166,451818,NA,NA,NA,NA,1.065661125568715,0.9939587869775347
dmso,476222,497806,449352,431910,NA,NA,NA,NA,1.045323399590947,0.9435767352201284
dmso,300586,358321,378527,314718,NA,NA,NA,NA,1.1920748138635864,1.259296840172197
dmso,411012,578918,489906,500285,NA,NA,NA,NA,1.4085184860782654,1.1919505999824822
bckg,398843,437090,465033,411031,NA,NA,NA,NA,1.0958948759286236,1.165955024909551
bckg,469231,459505,483489,443411,NA,NA,NA,NA,0.979272469210261,1.0303858866954656
