drugs,drug_avg_1,drug_avg_2,drug_avg_3,drug_avg_4,drug_sd_1,drug_sd_2,drug_sd_3,drug_sd_4,ctrl_avg_1,ctrl_avg_2,ctrl_avg_3,ctrl_avg_4,ctrl_sd_1,ctrl_sd_2,ctrl_sd_3,ctrl_sd_4,drug_to_ctlr_1,drug_to_ctlr_2,drug_to_ctlr_3,drug_to_ctlr_4,d_t_c_SD_1,d_t_c_SD_2,d_t_c_SD_3,d_t_c_SD_4,ttest_pval_1,ttest_pval_2,ttest_pval_3,ttest_pval_4,wilcox_pval_1,wilcox_pval_2,wilcox_pval_3,wilcox_pval_4
Saracatinib,398639,471021,438356.3333333333,409596.6666666667,24575.060060964246,8083.572477562133,3341.7035076938428,7968.212241985861,409886.75,470952.25,453965.75,425108.25,45172.859435543076,5534.328286552338,12623.77731043024,28202.8822448463,0.9725588836428599,1.0001459808292668,0.965615430973225,0.9635114507108876,0.12281319546428307,0.02080260594376305,0.02784233505937114,0.066613566861369225,0.6917268452817427,0.9906027188374056,0.08568280783214466,0.36055633168092366,0.8571428571428571,1,0.05714285714285714,0.6285714285714286
Ipatasertib,421571.6666666667,432653,433022,368082,25161.713978450145,47652.64167913464,14148.95441366605,41510.998747319965,425806,481532.75,474823.75,415109.25,32980.444690755765,16924.236238306294,24403.07904582261,45585.152212644854,0.9900557217762707,0.8984913279522525,0.9119636496700091,0.8867111489324798,0.09681056668305808,0.10387673098204499,0.055539935077445805,0.13957699756501313,0.8548359709842046,0.211153980578465,0.037363404980167714,0.21796392629212377,1,0.11428571428571428,0.11428571428571428,0.22857142857142856
Vorinostat,290696,249426.66666666666,174208,184136.66666666666,8195.970046309345,138544.97023469792,29551.574171268778,14599.16303537067,398059.75,495734.5,477953.75,423212.25,20841.212398754542,1248.9607679987391,31786.425010004925,45667.44083315814,0.7302823257061283,0.5031456690358784,0.36448714964575546,0.4350929507987225,0.04342677413802956,0.2794770091442539,0.06641130884310763,0.058260021622619375,6.364592329325341e-4,0.09124842152921085,7.810807278190537e-5,8.053378970705197e-4,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Buparlisib,286074,469083.3333333333,235386.66666666666,200160.66666666666,11721.818800851683,13316.88433280598,8894.440417099511,4630.290091704118,397440.75,497550.5,473388.25,436151.25,38093.54269317396,4925.654643462803,29993.957217801944,19296.08221677827,0.7197903083667189,0.9427853722050994,0.4972380845250524,0.45892489512907886,0.075029633760387765,0.028345574326520483,0.03668232441590341,0.022911613281844302,0.006546119496898276,0.054319408168860876,1.9899419971513606e-4,6.211408315270968e-5,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Everolimus,378571,504181.6666666667,461320,392944.3333333333,9354.890646073849,15547.366089898744,18128.184023779104,26910.90376284924,410717.5,498543.25,471943.5,435717.75,49028.08934002358,6375.905079542303,16060.214496284496,33837.613109033955,0.9217308734105559,1.0113097843901542,0.9774898902093153,0.9018322832460539,0.1123614672206738,0.033761250519044016,0.05081292329539708,0.09337874957348871,0.2832162960488663,0.6029182040164176,0.46475123278313696,0.12244335875287057,1,0.8571428571428572,0.8571428571428571,0.05714285714285714
Topotecan (Hydrochloride),189079.66666666666,244814,119431.66666666667,115518.33333333333,12166.891892892505,25373.12690623684,5459.50019079891,11147.126371102704,390562.5,488456.25,453026,444288.75,52806.00878372334,19401.861583793107,22832.470898554395,29966.82497223666,0.4841214060916413,0.5011994421199442,0.2636309321466465,0.2600073338191285,0.07249070539667066,0.05562975386235487,0.01793808222380273,0.03061133297119086,0.003272433495350389,2.655504270171064e-4,3.394208306468927e-5,3.5410577621767056e-5,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Bortezomib,132863.66666666666,117799.33333333333,107734,77213.66666666667,6778.441512127499,4343.898517844695,7248.581309470151,4394.576923133026,389357.5,485400.75,448262.5,428034.25,37505.99186352317,19389.293375039055,21323.486464459795,11681.559980727461,0.3412382364964503,0.24268469575568916,0.24033685619475195,0.18039132771890723,0.03719638229634943,0.013193194184002341,0.019803704096501253,0.011386206278767965,5.8497139775255e-4,1.567954839403277e-5,1.0594058334740666e-5,6.057377861676163e-7,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
FRAX597,389281.6666666667,434575,428413,380568.3333333333,15119.782053102927,23850.899626638824,17076.159726355338,9947.871145794628,369852.8333333333,463922.8333333333,429557.3333333333,375499.3333333333,13187.096593513928,15137.115093922841,25225.81873134481,29387.60264918979,1.0525312545485435,0.9367398385579211,0.9973360172332448,1.0134993581879417,0.0554938539459556,0.05981063140581571,0.07078550944847435,0.08362646592179347,0.13892233705090185,0.15220731565234627,0.9386683610022011,0.7149701438499616,0.09523809523809523,0.09523809523809523,1,1
Ganetespib,269040.6666666667,328477.6666666667,304435.6666666667,273331,16685.11798979358,10099.542085329083,15069.790785984169,27081.518107373522,391322,467485,438046.75,398649.25,24238.003149324548,7317.457254174203,21548.91745734187,14545.204647924345,0.6875173556985467,0.702648569829335,0.6949844204224017,0.685642830132002,0.06026092580160603,0.024242481597361313,0.04850121602951108,0.07239299237269387,5.248813179385872e-4,9.110107858365897e-5,2.0309181290681857e-4,0.006234265477821252,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Afatinib,208430,253970,326789,268165.3333333333,18227.723582499268,39156.52705488575,12600.642880424792,31722.33492877429,433976.75,469511,454142.25,404616,37631.487935637095,5280.44152194366,28586.573962555685,10294.9521935105,0.4802791854632765,0.5409244937818283,0.7195740982038117,0.6627650249454626,0.05914869348599106,0.08362012326944339,0.053117192274204146,0.0801941355457263,2.482470154263474e-4,0.010046872832471116,9.813760120589768e-4,0.012473924027047216,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Volasertib,302098.3333333333,379865.3333333333,397719,338131.3333333333,13742.208495483299,14660.68816029225,19250.649625402257,16729.285111245288,440141,485646.25,480502,383920.25,28934.06582790143,16682.13971837346,14071.70581936201,20812.510474471837,0.6863671717320888,0.7821852497230923,0.8277155974376798,0.8807332599239902,0.05486978176045333,0.04041317360240519,0.046825969876105614,0.06464020488353314,6.788241880384921e-4,3.77843665811321e-4,0.004841590557680467,0.02388332841020826,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
PF-573228,415804,495357,469790.6666666667,392909.6666666667,38095.99405449344,7366.887606038252,20078.185583695886,11901.760556041,406692.75,497408.5,484825.5,402205,17588.604954629005,4933.340078824217,15944.95294233675,44620.2856856236,1.0224032761833104,0.9958756233558533,0.9689891861436056,0.9768890656920394,0.10358423001321594,0.017801986435226472,0.052255461247603094,0.11234251014464022,0.7293035981207733,0.7020247206157253,0.34872718084064164,0.7132718452752308,1,0.4,0.6285714285714286,0.8571428571428571
