Results for Tim_CTB(1) - channel 1 (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,166141,136133,124879,115182,118237,104061,114543,119965,119208,101198,119461,29388,
B,157152,119135,46463,94092,109822,96113,100550,116344,117706,50810,47722,28437,
C,172685,146435,147572,70921,87904,110138,126344,132910,142106,108102,123486,28984,
D,164173,144474,136476,55462,120427,111112,136340,127866,114815,99157,116700,29885,
E,29622,143897,135223,119621,106063,118488,130870,129753,112101,50555,98282,132979,
F,32306,135996,124175,121525,122943,122746,115483,126726,138167,128757,121345,134974,
G,30647,123018,129127,117202,115824,61564,127314,141467,110418,127484,123537,135307,
H,29386,117551,128112,104655,107376,94792,117596,130855,141658,72351,124558,135419,

Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,,14.78,23.25,23.25,26.6,26.6,22.76,22.86,1,Tim_CTB(1),0,0,De=1st Ex=Top Em=Top Wdw=N/A (14),0,12/12/2022 1:31:20 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,Tim_CTB,0,1113,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),

Results for Tim_CTB(1) - channel 1 (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,140278,142841,123472,128316,129939,130472,127686,134043,137160,84465,122896,30010,
B,128941,129375,53464,113255,122615,116342,136248,129907,129150,51037,50052,29326,
C,132644,145829,137328,80152,95456,135020,150573,148136,153713,86080,118282,30418,
D,131798,138651,143873,71797,143498,139624,150661,145494,129065,102644,127186,30581,
E,30160,144881,139351,138155,110794,154685,158000,161022,129098,53990,102549,138568,
F,31414,138261,129381,140116,141467,146018,247957,144004,151637,148404,120782,144411,
G,29837,129281,130800,138056,129922,77805,145238,146233,117123,138141,136970,141928,
H,29759,128506,132479,118728,126000,112860,128049,138575,155170,69306,128434,133239,

Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
2,1,,14.78,23.25,23.15,26.4,26.6,22.76,22.76,1,Tim_CTB(1),0,0,De=1st Ex=Top Em=Top Wdw=N/A (14),0,12/12/2022 1:32:00 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
2,Tim_CTB,0,1156,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),

Results for Tim_CTB(1) - channel 1 (RFU)
,01,02,03,04,05,06,07,08,09,10,11,12,
A,151060,137865,133528,141194,140226,131838,141973,138938,143601,93366,131327,30341,
B,135564,126183,57671,127194,130227,121186,136668,140788,132668,53719,52769,29764,
C,131600,141333,147630,79564,93494,127418,150103,151664,156043,108434,140061,30051,
D,131024,136732,146515,75064,137696,142820,154443,152887,135544,118375,137479,30887,
E,30728,140639,141835,141203,115171,148049,156368,158747,126027,58101,125846,144609,
F,31567,142282,135181,134072,132815,129890,133818,129929,143050,140380,133460,144880,
G,30911,136695,132067,137053,126886,75003,142519,150779,119018,133428,140392,136333,
H,30465,134268,137692,120598,123098,109762,128248,134874,143859,71005,129909,135428,

Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
3,1,,14.78,23.25,23.25,26.6,26.6,22.76,22.66,1,Tim_CTB(1),0,0,De=1st Ex=Top Em=Top Wdw=N/A (14),0,12/12/2022 1:32:41 PM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
