Well,comp,Avg_cbd,Avg_control,SD_cbd,SD_control,ratio,log2ratio,ratioSD,well_type,correction,significance,sign_values
C11,2000,0.779758530187808,0.8119041839537043,0.11304423479337822,0.07333933630120612,0.9604070844796517,-0.058282049184543286,0.16404922172446582,test_compounds,1.2885055279285833,0,-0
D03,2000,0.9735598812379445,1.127092488040984,0.0885734219856983,0.06739431434600539,0.8637799395949335,-0.21126428306917916,0.09403936084042012,test_compounds,1.0518586612757737,0,-0
D04,2000,0.5449273815850244,0.4532071014730049,0.07736478907560788,0.054295579382243525,1.2023805006892259,0.26589351800375677,0.2233613921001086,test_compounds,0.7556577164890086,0,0
D05,2000,0.9339968169508435,0.8372135164155893,0.08434275604904173,0.07992345645337842,1.1156016937586222,0.15782202984755192,0.14659850118088585,test_compounds,0.8224046913968505,0,0
D06,2000,1.1333887415870285,0.8336816597519308,0.07604998806475301,0.15480248275605685,1.3594982309245933,0.44307427402690486,0.26841541962246906,test_compounds,0.8226673916796552,0,0
D07,2000,1.031116470578708,0.6763980163461162,0.04493035643012003,0.41710339129344903,1.5244226707653155,0.6082629687583158,0.9423849947468244,test_compounds,-0.36034731872833325,NA,NA
D08,2000,1.0477216500311195,0.9427991130778138,0.009269479086194651,0.056834161160316525,1.111288328020145,0.1522331780570825,0.0677087275001357,test_compounds,0.9758708730198737,0,0
D09,2000,1.0033651717171101,0.8378143908678234,0.0787107278508123,0.09649427862950377,1.19759839727485,0.260144195776525,0.16688738235152673,test_compounds,0.8638236325717966,0,0
D10,2000,1.4139227435817592,1.1569563795702937,0.03354125704962271,0.15919950685655565,1.2221054903616206,0.28936882186118845,0.17064482902469183,test_compounds,0.880815832312237,0,0
D11,2000,0.9927865463922456,0.893708042176928,0.044239634082816635,0.057224157524149416,1.1108622721733357,0.15167995842848297,0.08665818486789566,test_compounds,0.9375459024375443,0,0
E03,2000,0.666005176896121,0.6494047236120738,0.033258347143834376,0.033938350374495066,1.0255625693507637,0.03641551301559222,0.07413116789940626,test_compounds,0.8773002335519512,0,0
E04,2000,0.882246285516473,0.7943072628830979,0.08804351855953488,0.05911338428309474,1.1107115932871905,0.1514842560163135,0.1382713992847726,test_compounds,0.8341687947176453,0,0
