drugs,drug_avg_1,drug_avg_2,drug_avg_3,drug_avg_4,drug_sd_1,drug_sd_2,drug_sd_3,drug_sd_4,ctrl_avg_1,ctrl_avg_2,ctrl_avg_3,ctrl_avg_4,ctrl_sd_1,ctrl_sd_2,ctrl_sd_3,ctrl_sd_4,drug_to_ctlr_1,drug_to_ctlr_2,drug_to_ctlr_3,drug_to_ctlr_4,d_t_c_SD_1,d_t_c_SD_2,d_t_c_SD_3,d_t_c_SD_4,ttest_pval_1,ttest_pval_2,ttest_pval_3,ttest_pval_4,wilcox_pval_1,wilcox_pval_2,wilcox_pval_3,wilcox_pval_4
Erlotinib,448852.3333333333,369248,420882.6666666667,376909,19259.51010107301,14055.748681589323,10785.122036089037,6763.320264485485,449200.25,439984.75,479457.5,445090.75,35752.02429117359,29627.051944408282,23778.322768157275,15317.698790941151,0.9992254753494312,0.839229086917217,0.8778310208238825,0.8468138239224248,0.09034985779935448,0.06491544632849111,0.04900332481255359,0.03286652564653279,0.9874911084885437,0.010946351474730505,0.009828732041164271,9.829382319296617e-4,0.8571428571428572,0.05714285714285714,0.05714285714285714,0.05714285714285714
Saracatinib,452010,376030,457542,380217.6666666667,16681.528467139935,18197.04748029196,14146.264524601538,12922.761714638762,449004.5,447045,481171,442774.5,37606.403891713264,21144.36266872725,16970.536074817042,16475.002427920914,1.0066936968337734,0.8411457459539867,0.950892717973444,0.8587162690413894,0.0921380893391681,0.056918567414733535,0.044599195253955,0.04327493443410784,0.8932443373230612,0.005564853025555294,0.10267267018574952,0.0025375096079044254,0.8571428571428572,0.05714285714285714,0.11428571428571428,0.05714285714285714
Ipatasertib,419880,340619.3333333333,401628,335743.6666666667,14931.18846575851,37246.99950779033,22714.94836005576,29396.568410842334,447933,436689.25,463671.25,445695,34298.28121057963,27835.911078736644,27871.940673671554,10730.662731940962,0.9373723302368882,0.7800039349109998,0.8661912939394021,0.7533036418776667,0.07913742999902991,0.09872760224613777,0.07149147859068399,0.0684048693798223,0.21290296311515966,0.024015239526897582,0.023564322994292102,0.01583791014090026,0.22857142857142856,0.05714285714285714,0.05714285714285714,0.05714285714285714
Vorinostat,391359,161523.33333333334,411802,211180.33333333334,10259.51480334231,40721.18790425119,27745.454997170258,56814.695461063005,444141,422845.25,443569.5,444245,30024.800271331256,25606.564293490577,21573.419949867322,17217.366891213846,0.881159361554101,0.38199159936958815,0.9283821362830402,0.47536907187100214,0.06389016582744388,0.09904214984083769,0.07714482389435252,0.1292106753909079,0.03234696674907047,0.0017921323314712579,0.18074573864636825,0.014432021662150513,0.05714285714285714,0.05714285714285714,0.22857142857142856,0.05714285714285714
Buparlisib,411665.6666666667,227612,427284,277392.6666666667,26684.213260527908,9247.141125775035,8104.016103142935,3595.9363639159874,447700.75,427509,445692.5,432864.5,27451.348471735713,16822.644877267863,23729.549574317673,19597.485629539315,0.9195107818485153,0.5324145222673675,0.9586968593817486,0.6408302521150768,0.08204455079511586,0.03011314942935533,0.05418486737881814,0.030178810576976536,0.147200419010108,8.966727128286552e-6,0.22478002864728922,3.585532525926213e-4,0.11428571428571428,0.05714285714285714,0.4,0.05714285714285714
Everolimus,432613,409782.6666666667,443120,425322,17576.019429893677,21054.753057999358,23533.932693028593,5276.141487867815,423505.25,433417,446335.25,413238.5,20014.62860634691,5176.113406794716,16984.472092178785,27853.843594735717,1.0215056365889206,0.9454697593003197,0.9927963341456898,1.0292409831126577,0.06366247901007199,0.04987350212253475,0.06486444658990104,0.07053986288005144,0.552189943022881,0.18683914191469117,0.8520374447598281,0.4540037953365514,0.6285714285714286,0.05714285714285714,0.8571428571428571,0.4
Topotecan (Hydrochloride),207286.66666666666,134115.66666666666,199807,133361.33333333334,7048.639892442608,1320.8392534041882,10360.250045245048,7450.307398579829,406270,426500.75,450419.25,403655.5,23064.490094804467,11546.483746867125,14663.868711337174,15788.961407683957,0.5102189840910396,0.3144558753218292,0.44360226611096215,0.3303840362223068,0.033764307358788395,0.009058942353522129,0.027159372242562006,0.022531467035675427,1.3894791366158074e-4,1.2731691374715718e-5,1.4344095683083877e-6,2.5607798953406366e-6,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Bortezomib,50190.333333333336,43749.666666666664,50391.666666666664,49249.333333333336,4952.6946537549975,400.130395412962,4419.6534177844005,2376.181039679707,420487.75,424530.5,447893,415897.25,32794.08114660327,16109.085252324747,12043.101455466804,7674.218065488279,0.11936217721760821,0.10305423677843327,0.11250827020441638,0.1184170689595407,0.015013051930715558,0.0040224431453215375,0.010320959608691513,0.006116962649296395,1.3404643479817668e-4,2.0563079501840816e-5,4.6398047709330003e-7,2.3567261530957215e-7,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
FRAX597,465994,429650.3333333333,447891.6666666667,423437,7211.156425983283,21300.28075714809,10406.38007826609,27731.42021245937,475415.5,426901.8333333333,455962.5,439237,25484.167200440355,26009.473977123544,8959.534870739662,18998.766212572857,0.9801825981693908,1.0064382482936163,0.9822993484478805,0.9640285312940394,0.05468730763450674,0.07905351441910431,0.029890595319054754,0.07566251284764443,0.43111950900697626,0.8723172195218152,0.32240027606136584,0.4402347392698255,0.5476190476190476,1,0.38095238095238093,0.38095238095238093
Ganetespib,287844.6666666667,261857.66666666666,299816,280928,16656.50576601627,3097.6317297789506,12623.828222849043,9642.928756347836,424576.25,419552,459026.5,436976.5,52193.75493533685,9737.948894231611,13248.67949394706,15709.473861336031,0.6779575321668763,0.6241363803930542,0.6531561903288808,0.6428904071500412,0.09211404518583437,0.016259396104465487,0.03334232525139313,0.03195530241107367,0.00926854799948906,1.222539132463636e-5,3.2263130982769464e-5,1.8750608249526997e-5,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Afatinib,383180.3333333333,347242.3333333333,382839.3333333333,362141.3333333333,15719.840722263485,19167.87438224002,4311.050490696361,21033.825480243326,414035.25,424333.75,455538,436273.5,56067.9962032709,8711.692004618468,18492.514882153446,12011.971403562364,0.9254775609886677,0.8183236269406647,0.8404114109763254,0.830078685350665,0.13095153859508385,0.04819477069494581,0.03540465977660509,0.053355207577745326,0.36015061001927073,0.011060792997396426,0.0029462962771355738,0.012219236137483826,0.6285714285714286,0.05714285714285714,0.05714285714285714,0.05714285714285714
