drugs,drug_avg_1,drug_avg_2,drug_avg_3,drug_avg_4,drug_sd_1,drug_sd_2,drug_sd_3,drug_sd_4,ctrl_avg_1,ctrl_avg_2,ctrl_avg_3,ctrl_avg_4,ctrl_sd_1,ctrl_sd_2,ctrl_sd_3,ctrl_sd_4,drug_to_ctlr_1,drug_to_ctlr_2,drug_to_ctlr_3,drug_to_ctlr_4,d_t_c_SD_1,d_t_c_SD_2,d_t_c_SD_3,d_t_c_SD_4,ttest_pval_1,ttest_pval_2,ttest_pval_3,ttest_pval_4,wilcox_pval_1,wilcox_pval_2,wilcox_pval_3,wilcox_pval_4
IWR-1,616012.2291666666,588426.6458333334,358247.5,343852.375,35896.71748062926,50236.861138570246,5320.913047878713,6257.244282333003,516301.09375,526986.53125,358850.828125,352618.8203125,136047.31619173035,120174.2525098158,95334.32655423992,88979.45122094383,1.1931259426402612,1.1165876373303105,0.9983187216589344,0.9751390317036086,0.3219892601269821,0.27188696846273386,0.26563312146015156,0.24670454196455394,0.24223853304397566,0.4067256222457817,0.9907092157251023,0.8566984771075788,0.22857142857142856,0.6285714285714286,0.4,0.4
Apoptozole,629080.0416666666,414492.9583333333,343919.5,300749.6770833333,23565.459718152426,72723.80966273462,37647.9475637866,49600.3453128862,626277.5125,588613.0875,375142.34375,379628.75,49346.32341263664,95313.03802094665,32005.686195414644,46768.964442260905,1.0044748998818103,0.7041857667382112,0.9167706757976452,0.7922204972182252,0.08763496813200819,0.1681283847401992,0.12723619116769988,0.1630835131602798,0.9174922630980495,0.030582877169675334,0.30039557031754627,0.08825681001377342,1,0.07142857142857142,0.39285714285714285,0.07142857142857142
Gefitinib,468948.8645833333,366688.21875,326282.9583333333,303055.921875,23413.481927910827,47916.76466723108,35710.79601872998,60458.29410676058,576946.203125,595968.453125,370116.4609375,392819.9609375,94788.78740962411,44840.426576307764,50763.65386133823,26651.90112180544,0.8128121166987415,0.6152812566290147,0.8815683515044508,0.7714880912663652,0.13957021865315242,0.09277657336240347,0.15469064369846558,0.16256584368241536,0.10384581478085475,0.002396553069966584,0.2377795344487776,0.10932084196477343,0.4,0.05714285714285714,0.22857142857142856,0.11428571428571428
Paclitaxel,346106.0833333333,304389.0833333333,231330.33333333334,242651.43229166666,55241.402297986446,22307.358493452415,24982.59054009563,28865.322175416797,554822.9140625,569084.484375,364727.4140625,403390.0703125,108246.66270222915,127236.88790971308,53912.197663386694,31586.234465113754,0.6238136071185137,0.5348750347105847,0.6342554039376168,0.601530503970235,0.15724473827340607,0.1258486909405876,0.11610906231396582,0.08566731353107525,0.023666574641476316,0.022927600794900332,0.009624417024950233,0.00119063990049456,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
SGI-1027,559462.1875,384666.3125,277778.5625,298093.0989583333,49584.1611292813,92262.9550166125,53150.95240853705,66172.98443609574,631685.5390625,598184.21875,354059.5078125,410846.734375,97538.99461156153,129815.48272813534,53299.61291834761,23063.122530519307,0.8856656562540779,0.6430566043748542,0.784553320474884,0.7255579125189032,0.15768238559714728,0.20800157009618744,0.1910092705205007,0.1661348878190619,0.26216718083014956,0.05171389828542656,0.12633584390173408,0.08734402230312585,0.4,0.11428571428571428,0.22857142857142856,0.05714285714285714
PFK-015,562181.0625,440123.5625,307320.0729166667,323286.78125,64722.7304253679,126681.77827303714,86729.4420767364,60694.75414012222,646868.890625,634332.625,335713.078125,405382.5078125,52483.47648822474,17016.870247287567,25844.255292879978,15127.480742073567,0.869080381894428,0.6938371843951744,0.9154247866454538,0.7974857696611038,0.12240547763489171,0.20057426649173035,0.26778338315173417,0.15265109101942614,0.14027513981941142,0.11547562821857796,0.6322638422586526,0.13825405948407563,0.22857142857142856,0.05714285714285714,0.6285714285714286,0.11428571428571428
Nedisertib,585672.7708333334,413473.1354166667,333435.2916666667,309789.8177083333,25095.31666080326,153837.36278871735,60209.398622983615,61806.36484618387,612782.96875,606415.953125,363123.25,378912.3515625,5583.235575442382,58921.680527133656,10173.323123525128,44691.9815418489,0.9557588913217219,0.6818309005327863,0.9182427499937464,0.8175764564835908,0.04186863727552252,0.262190742939744,0.16779363324535973,0.18948777361766567,0.1986957821791323,0.1516674101313627,0.4838819054211268,0.18570293545705802,0.22857142857142856,0.11428571428571428,0.6285714285714286,0.11428571428571428
Lapatinib,479481.7395833333,356738.21875,285735.6354166667,273132.9583333333,46636.35308221387,41095.40320956872,37563.66086087501,16229.167834576872,597420.8125,601337.078125,375696.0078125,360038.9921875,22181.375725611095,55006.21903751484,38594.33164717211,29735.12074116701,0.8025862667503458,0.5932416804603636,0.7605500976184709,0.7586204946132389,0.08355702657319265,0.08726470524923206,0.1268899098439463,0.07718360335649768,0.03333489318508205,0.0011078704002286076,0.030692517605796086,0.004986076967991575,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Dinaciclib,245531.81770833334,228769.11979166666,215289.671875,230849.61979166666,3689.4990189487203,20363.648613541587,9211.353422795082,13405.842405265248,579657.515625,609776.8125,383687.6328125,383268.703125,21814.547240565695,13826.903340103398,39174.87202685615,19617.262876273948,0.4235808405651315,0.37516861104269467,0.5611066228454841,0.602317950590338,0.01716458424248895,0.034461762571377424,0.062116388140343363,0.046624780675726785,4.618311767056987e-5,4.313256366560067e-5,0.0021842118847051036,6.593219805604363e-5,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
TAK-580,608953.3333333334,484538,359928.0625,404426.1875,83495.4872792614,72709.01723804728,21574.9666356881,28504.19318424854,585204.9375,583171.65625,399954.7734375,394860.5625,21634.66775435079,21542.065137342575,18532.716400110126,17677.041246813234,1.0405813319600252,0.8308668550796016,0.8999219071859511,1.0242253238445407,0.1477725931850446,0.1284006864911185,0.06818187874605336,0.08551925099151114,0.6742889891734132,0.1356530791584608,0.061325150865213986,0.6423954341172418,0.6285714285714286,0.11428571428571428,0.11428571428571428,0.6285714285714286
